title,domestic_revenue,distributor,budget,MPAA,genres,release_date
Crown Heights,"$238,558 ",IFC Films,N/A,R,"Biography,Crime,Drama,Romance",18-Aug-17
Donnie Darko,"$207,971 ",Arrow Films,"$6,000,000 ",R,"Drama,Mystery,Sci-Fi,Thriller",31-Mar-17
The Metropolitan Opera HD Live: Massenet: Cendrillon,"$1,243,306 ",Fathom Events,N/A,N/A,Musical,28-Apr-18
The Seagull,"$1,252,960 ",Sony Pictures Classics,N/A,PG-13,"Comedy,Drama,Romance",11-May-18
Hubble 3D,"$52,520,499 ",Warner Bros.,N/A,N/A,Documentary,19-Mar-10
The Metropolitan Opera HD Live: Mozart: Così fan tutte,"$1,302,949 ",Fathom Events,N/A,N/A,Musical,31-Mar-18
Shoplifters,"$3,313,513 ",Magnolia Pictures,N/A,R,"Crime,Drama",23-Nov-18
Racetime,"$1,875,283 ",Entertainment One,N/A,PG,"Adventure,Animation,Comedy",7-Dec-18
McQueen,"$1,257,275 ",Bleecker Street Media,N/A,R,"Biography,Documentary",20-Jul-18
102 Not Out,"$1,343,797 ",Sony Pictures Releasing,N/A,PG,"Comedy,Drama",4-May-18
Baaghi 2,"$1,319,579 ",FIP,N/A,N/A,"Action,Thriller",30-Mar-18
"Don't Worry, He Won't Get Far on Foot","$1,441,705 ",Amazon Studios,N/A,R,"Biography,Comedy,Drama",13-Jul-18
Dunkirk,"$1,695,119 ",Warner Bros.,"$100,000,000 ",PG-13,"Action,Drama,History,Thriller,War",1-Dec-17
Little Women,"$1,379,497 ",Pinnacle Peak,N/A,PG-13,"Drama,Family",28-Sep-18
Made for More,"$2,999,134 ",Fathom Events,N/A,N/A,Documentary,2-Aug-18
Princess Mononoke,"$1,423,877 ",Fathom Events,N/A,PG-13,"Adventure,Animation,Fantasy",22-Jul-18
Finding Your Feet,"$1,418,682 ",Roadside Attractions,N/A,PG-13,"Comedy,Drama,Music,Romance",30-Mar-18
Forrest Gump,"$203,088 ",Fathom Events,"$55,000,000 ",PG-13,"Drama,Romance",23-Jun-19
Thugs of Hindostan,"$1,449,848 ",Yash Raj Films,N/A,N/A,"Action,Adventure",8-Nov-18
Operation Red Sea,"$1,543,547 ",Well Go USA Entertainment,N/A,N/A,"Action,Drama,Thriller,War",23-Feb-18
Dabangg 3,"$202,000 ",Yash Raj Films,N/A,N/A,"Action,Comedy",20-Dec-19
Venom,"$213,515,506 ",Sony Pictures Releasing,"$100,000,000 ",PG-13,"Action,Sci-Fi,Thriller",5-Oct-18
The Iron Orchard,"$204,881 ",Santa Rita Film Co,N/A,R,"Drama,History,Romance",22-Feb-19
Bolshoi Ballet: Carmen Suite/Petrushka,"$207,523 ",Fathom Events,N/A,N/A,N/A,19-May-19
Hamlet,"$214,578 ",Fathom Events,N/A,N/A,Drama,8-Jul-19
Kathy Griffin: A Hell of a Story,"$208,907 ",Fathom Events,N/A,N/A,"Comedy,Documentary",31-Jul-19
Play the Flute,"$233,756 ",Five & Two Pictures,N/A,N/A,Drama,28-Jan-19
"Faith, Hope & Love","$210,091 ",ArtAffects Entertainment,N/A,PG,"Comedy,Romance",15-Mar-19
The Karate Kid,"$215,447 ",Fathom Events,N/A,N/A,"Action,Drama,Family,Sport",31-Mar-19
The Bookshop,"$1,588,150 ",Greenwich Entertainment,N/A,PG,Drama,24-Aug-18
Blink of an Eye,"$201,874 ",Fathom Events,N/A,N/A,Documentary,12-Sep-19
Hesburgh,"$204,709 ",Music Box Films,N/A,Not Rated,Documentary,N/A
The Possession of Hannah Grace,"$14,837,422 ",Screen Gems,"$7,700,000 ",R,"Horror,Mystery,Thriller",30-Nov-18
Master Z: The Ip Man Legacy,"$209,454 ",Well Go USA Entertainment,N/A,Not Rated,"Action,Biography,Crime,Drama",12-Apr-19
Never Surrender: A Galaxy Quest Documentary,"$222,971 ",Fathom Events,N/A,N/A,Documentary,26-Nov-19
Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,"$223,858 ",Fathom Events,N/A,N/A,Sport,20-Jul-19
DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,"$230,703 ",Fathom Events,N/A,N/A,Sport,4-May-19
Premier Boxing Champions: PBC on FOX: Spence vs. Porter,"$232,973 ",Fathom Events,N/A,N/A,Sport,28-Sep-19
American Woman,"$236,637 ",Roadside Attractions,N/A,R,"Drama,Mystery",14-Jun-19
"The Gangster, the Cop, the Devil","$216,494 ",Well Go USA Entertainment,N/A,Not Rated,"Action,Crime,Drama,Thriller",7-Jun-19
First Love,"$218,329 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Crime,Romance",27-Sep-19
1945,"$1,006,193 ",Menemsha Films,N/A,N/A,Drama,1-Nov-17
The Swindlers,"$241,916 ",Well Go USA Entertainment,N/A,N/A,"Action,Crime",1-Dec-17
Black Butler: Book of the Atlantic,"$248,286 ",FUNimation Entertainment,N/A,N/A,Animation,12-Jun-17
Mine 9,"$226,421 ",Emphatic Cinema/Levey,N/A,Not Rated,Drama,12-Apr-19
Gook,"$250,130 ",The Samuel Goldwyn Company,N/A,N/A,Drama,18-Aug-17
Dean,"$254,536 ",CBS Films,N/A,PG-13,"Comedy,Drama,Romance",2-Jun-17
Romeo Akbar Walter,"$236,299 ",Eros International,N/A,Not Rated,"Action,Drama,Thriller",5-Apr-19
Give Me Liberty,"$242,734 ",Music Box Films,N/A,N/A,Comedy,23-Aug-19
Cezanne et Moi,"$257,597 ",Magnolia Pictures,N/A,R,"Biography,Drama",31-Mar-17
The Ottoman Lieutenant,"$240,978 ",Paladin,N/A,R,"Drama,War",10-Mar-17
Wakefield,"$262,599 ",IFC Films,N/A,R,Drama,19-May-17
Sarkar 3,"$249,588 ",Eros International,N/A,N/A,"Action,Crime,Drama,Thriller",12-May-17
I Do... Until I Don't,"$280,668 ",The Film Arcade,N/A,R,Comedy,1-Sep-17
Storks,"$72,679,278 ",Warner Bros.,"$70,000,000 ",PG,"Adventure,Animation,Comedy,Family,Fantasy",23-Sep-16
Loving,"$7,751,969 ",Focus Features,N/A,PG-13,"Biography,Drama,Romance",4-Nov-16
"I, Daniel Blake","$260,354 ",IFC Films,N/A,R,Drama,2-Jun-17
Band Aid,"$248,370 ",IFC Films,N/A,R,"Comedy,Drama,Music,Romance",2-Jun-17
Coincidence,"$298,032 ",Yash Raj Films,N/A,N/A,"Mystery,Thriller",3-Nov-17
Under the Sea 3D,"$36,258,151 ",Warner Bros.,N/A,N/A,"Documentary,Short",13-Feb-09
Stalker,"$269,881 ",Janus Films,N/A,N/A,"Drama,Sci-Fi",5-May-17
Miss Peregrine's Home for Peculiar Children,"$87,242,834 ",Twentieth Century Fox,"$110,000,000 ",PG-13,"Adventure,Drama,Fantasy,Thriller",30-Sep-16
The Metropolitan Opera HD Live: Verdi: Aida,"$1,595,902 ",Fathom Events,N/A,N/A,Musical,6-Oct-18
A Private War,"$1,633,208 ",Aviron Pictures,N/A,R,"Biography,Drama,War",N/A
Pad Man,"$1,670,192 ",Sony Pictures Releasing,N/A,PG-13,"Comedy,Drama",9-Feb-18
After the Storm,"$272,132 ",Film Movement,N/A,N/A,"Comedy,Drama",17-Mar-17
On the Basis of Sex,"$24,622,687 ",Focus Features,N/A,PG-13,"Biography,Drama",N/A
Buddies in India,"$293,194 ",China Lion Film Distribution,N/A,N/A,"Action,Comedy",27-Jan-17
Race 3,"$1,690,861 ",Yash Raj Films,N/A,N/A,"Action,Thriller",15-Jun-18
The Metropolitan Opera HD Live: Puccini: La Bohème,"$1,764,201 ",Fathom Events,N/A,N/A,Musical,24-Feb-18
Moses,"$1,807,117 ",Fathom Events,N/A,N/A,N/A,13-Sep-18
Obit.,"$315,049 ",Kino Lorber,N/A,N/A,Documentary,5-Jan-17
At Eternity's Gate,"$2,294,915 ",CBS Films,N/A,PG-13,"Biography,Drama",16-Nov-18
Ben Is Back,"$3,703,184 ",Roadside Attractions,N/A,R,Drama,7-Dec-18
The Metropolitan Opera HD Live: Verdi: La Traviata,"$1,882,931 ",Fathom Events,N/A,N/A,Musical,15-Dec-18
Detective Chinatown 2,"$1,983,984 ",Warner Bros.,N/A,R,"Action,Comedy,Mystery",16-Feb-18
The Front Runner,"$2,000,105 ",Sony Pictures Releasing,N/A,R,"Biography,Drama,History",N/A
Assassination Nation,"$2,005,142 ",Neon,N/A,R,"Action,Comedy,Crime,Drama,Horror,Thriller",21-Sep-18
Pope Francis: A Man of His Word,"$2,008,385 ",Focus Features,N/A,PG,"Biography,Documentary",18-May-18
A Fantastic Woman,"$2,020,988 ",Sony Pictures Classics,N/A,R,Drama,2-Feb-18
The Metropolitan Opera HD Live: Puccini: Tosca,"$2,023,749 ",Fathom Events,N/A,N/A,Musical,27-Jan-18
The Fall of the American Empire,"$2,178,460 ",Entertainment One,N/A,R,"Comedy,Crime",29-Jun-18
Simmba,"$5,102,129 ",Reliance Big Pictures,N/A,N/A,"Action,Comedy,Drama",28-Dec-18
Murder on the Orient Express,"$102,826,543 ",Twentieth Century Fox,"$55,000,000 ",PG-13,"Crime,Drama,Mystery",10-Nov-17
Daddy's Home 2,"$104,029,443 ",Paramount Pictures,"$69,000,000 ",PG-13,Comedy,10-Nov-17
If Beale Street Could Talk,"$14,915,773 ",Annapurna Pictures,N/A,R,"Drama,Romance",N/A
Papillon,"$2,335,896 ",Bleecker Street Media,N/A,R,"Adventure,Biography,Crime,Drama",24-Aug-18
Friendsgiving Day #1,"$246,168 ",Fathom Events,N/A,N/A,N/A,24-Nov-19
1991,"$2,342,264 ",Entertainment One,N/A,N/A,Comedy,27-Jul-18
The Twilight Zone: A 60th Anniversary Celebration,"$248,514 ",Fathom Events,N/A,N/A,"Drama,Fantasy,Horror",14-Nov-19
Puzzle,"$2,032,018 ",Sony Pictures Classics,N/A,R,Drama,27-Jul-18
Canal Street,"$251,917 ",Smith Global Media,N/A,PG-13,"Drama,Thriller",18-Jan-19
Doctor Who: The End of Time: Part One,"$247,798 ",Fathom Events,N/A,N/A,"Adventure,Drama,Family,Mystery,Sci-Fi",7-Aug-19
Meeting Gorbachev,"$251,837 ",1091 Media,N/A,Not Rated,"Biography,Documentary,History",3-May-19
Bolshoi Ballet: The Nutcracker,"$252,935 ",Fathom Events,N/A,N/A,"Family,Fantasy,Musical",15-Dec-19
When Harry Met Sally...,"$252,320 ",Fathom Events,N/A,N/A,"Comedy,Drama,Romance",1-Dec-19
63 Up,"$472,304 ",BritBox,N/A,N/A,Documentary,27-Nov-19
311 Enlarged to Show Detail 3,"$238,791 ",Trafalgar Releasing,N/A,N/A,Music,11-Mar-19
Hearts Beat Loud,"$2,386,251 ",Gunpowder & Sky,N/A,PG-13,"Comedy,Drama,Music",8-Jun-18
Lords of Chaos,"$253,184 ",Gunpowder & Sky,N/A,R,"Biography,Drama,Horror,Music,Thriller",8-Feb-19
Mobile Suit Gundam Narrative,"$259,224 ",Fathom Events,N/A,N/A,"Action,Animation,Sci-Fi",19-Feb-19
Star Raiders: The Adventures of Saber Raine,"$260,234 ",Fathom Events,N/A,N/A,"Adventure,Sci-Fi",6-Jun-19
Smallfoot,"$83,240,103 ",Warner Bros.,N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",28-Sep-18
Tom of Finland,"$378,296 ",Kino Lorber,N/A,N/A,"Biography,Drama",13-Oct-17
Luzia: Cirque du Soleil in Cinema,"$265,673 ",Fathom Events,N/A,N/A,Musical,29-Oct-19
I Got the Hook Up 2,"$252,293 ",Urban Movie Channel,N/A,N/A,Comedy,12-Jul-19
Modest Heroes,"$178,027 ",Fathom Events,N/A,PG,"Adventure,Animation,Family,Fantasy",10-Jan-19
Out of Liberty,"$265,279 ",Purdie Distribution,N/A,PG,"Drama,Western",13-Sep-19
Just Mercy,"$35,737,935 ",Warner Bros.,N/A,PG-13,Drama,N/A
God's Own Country,"$335,609 ",Orion Pictures,N/A,N/A,"Drama,Romance",24-Oct-17
Her Smell,"$255,599 ",Gunpowder & Sky,N/A,R,"Drama,Music",12-Apr-19
My Life as a Zucchini,"$309,766 ",GKIDS,N/A,PG-13,"Animation,Comedy,Drama,Family",24-Feb-17
Dunkirk,"$1,695,119 ",Warner Bros.,"$100,000,000 ",PG-13,"Action,Drama,History,Thriller,War",1-Dec-17
Citizen Jane: Battle for the City,"$313,411 ",IFC Films,N/A,N/A,"Biography,Documentary,History",21-Apr-17
Chuck,"$320,725 ",IFC Films,N/A,R,"Biography,Drama,Sport",5-May-17
A Silent Voice: The Movie,"$310,407 ",Eleven Arts,N/A,N/A,"Animation,Drama,Family,Romance",20-Oct-17
Slayer: The Repentless Killogy,"$268,727 ",Trafalgar Releasing,N/A,N/A,Music,6-Nov-19
Long Strange Trip - The Untold Story of The Grateful Dead,"$351,957 ",Abramorama,N/A,R,Documentary,25-May-17
Countdown to Canelo vs. Chavez Jr.,"$343,387 ",Fathom Events,N/A,N/A,Action,6-May-17
OK Jaanu,"$355,922 ",FIP,N/A,N/A,"Drama,Romance",13-Jan-17
Letters From Baghdad,"$359,735 ",Vitagraph Films,N/A,N/A,Documentary,2-Jun-17
Disney Junior HalloVeen Party!,"$359,745 ",Fathom Events,N/A,N/A,N/A,21-Oct-17
Kung Fu Yoga,"$362,657 ",Well Go USA Entertainment,"$65,000,000 ",N/A,"Action,Adventure,Comedy,Family,Fantasy,Mystery",27-Jan-17
BOSTON: An American Running Story,"$364,369 ",Fathom Events,N/A,N/A,Documentary,19-Apr-17
City Of Rock,"$312,537 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Music",6-Oct-17
This Is Not What I Expected,"$337,670 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Drama,Romance",5-May-17
The Rider,"$2,419,031 ",Sony Pictures Classics,N/A,R,"Drama,Western",13-Apr-18
A Beautiful Planet,"$15,643,044 ",IMAX,N/A,N/A,Documentary,29-Apr-16
Suspiria,"$2,483,472 ",Amazon Studios,N/A,R,"Fantasy,Horror,Mystery,Thriller",26-Oct-18
Mary and the Witch's Flower,"$2,418,404 ",GKIDS,N/A,PG,"Adventure,Animation,Family,Fantasy",18-Jan-18
Pearl Jam: Let's Play Two,"$348,833 ",Abramorama,N/A,N/A,"Documentary,Music",29-Sep-17
Bharath Ane Nenu,"$2,663,090 ",Great India Films,N/A,N/A,"Action,Drama",20-Apr-18
La boda de Valentina,"$2,783,739 ",Pantelion Films,N/A,R,"Comedy,Romance",9-Feb-18
God Bless the Broken Road,"$2,846,257 ",Freestyle Releasing,N/A,PG,"Drama,Family,Romance",7-Sep-18
You Were Never Really Here,"$2,528,078 ",Amazon Studios,N/A,R,"Crime,Drama,Mystery,Thriller",6-Apr-18
Thoroughbreds,"$3,072,605 ",Focus Features,N/A,R,"Crime,Drama,Thriller",9-Mar-18
Whitney,"$3,026,351 ",Roadside Attractions,N/A,R,"Biography,Documentary,Music",6-Jul-18
American Animals,"$2,856,954 ",The Orchard,N/A,R,"Biography,Crime,Drama,Thriller",1-Jun-18
The Leisure Seeker,"$3,226,443 ",Sony Pictures Classics,N/A,R,"Adventure,Comedy,Drama,Romance",15-Dec-17
The Sisters Brothers,"$3,143,056 ",Annapurna Pictures,N/A,R,"Crime,Drama,Western",N/A
2001: A Space Odyssey,"$3,236,321 ",Warner Bros.,"$12,000,000 ",N/A,"Adventure,Sci-Fi",18-May-18
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,"$271,489 ",Fathom Events,N/A,N/A,"Action,Adventure,Animation,Comedy,Fantasy,Romance",23-Jul-19
7 Days in Entebbe,"$3,326,885 ",Focus Features,N/A,PG-13,"Action,Drama,History,Thriller",16-Mar-18
One Child Nation,"$270,128 ",Amazon Studios,N/A,R,"Documentary,History",N/A
Rebel in the Rye,"$378,294 ",IFC Films,N/A,PG-13,"Biography,Drama,Romance,War",8-Sep-17
The Disaster Artist,"$21,120,616 ",A24,N/A,R,"Biography,Comedy,Drama",N/A
Island of Lemurs: Madagascar,"$11,272,201 ",Warner Bros.,N/A,N/A,"Adventure,Biography,Documentary,Family,Short",4-Apr-14
The Tale of The Princess Kaguya,"$271,681 ",Fathom Events,N/A,PG,"Adventure,Animation,Drama,Family,Fantasy",16-Dec-19
True Grit,"$276,418 ",Fathom Events,N/A,G,"Adventure,Drama,Western",5-May-19
I Want to Eat Your Pancreas,"$277,019 ",Fathom Events,N/A,N/A,"Animation,Drama,Family,Romance",7-Feb-19
The Nutcracker and the Four Realms,"$54,858,851 ",Walt Disney Studios Motion Pictures,"$120,000,000 ",PG,"Adventure,Family,Fantasy",2-Nov-18
Octaman,"$280,710 ",Fathom Events,N/A,N/A,"Horror,Sci-Fi",18-Apr-19
The Whistleblower,"$280,851 ",CMC Pictures Holdings,N/A,N/A,Action,6-Dec-19
Saga of Tanya the Evil - The Movie,"$288,460 ",Fathom Events,N/A,Not Rated,"Action,Adventure,Animation,Fantasy,War",16-May-19
The Bravest,"$290,217 ",Sony Pictures Releasing,N/A,PG-13,"Action,Drama",9-Aug-19
Shakira in Concert: El Dorado World Tour,"$271,586 ",Trafalgar Releasing,N/A,N/A,"Documentary,Music",13-Nov-19
Freaks,"$276,591 ",Well Go USA Entertainment,N/A,R,"Drama,Mystery,Sci-Fi,Thriller",13-Sep-19
The Godfather: Part II,"$291,754 ",Fathom Events,"$13,000,000 ",N/A,"Crime,Drama",10-Nov-19
I'll Push You: A Real-Life Inspiration,"$378,899 ",Fathom Events,N/A,N/A,"Adventure,Documentary,Drama",2-Nov-17
The Giant Spider Invasion,"$293,053 ",Fathom Events,N/A,N/A,"Horror,Sci-Fi",15-Aug-19
Samurai Cop,"$384,756 ",Fathom Events,N/A,N/A,"Action,Crime,Thriller",13-Apr-17
Mike Wallace Is Here,"$281,245 ",Magnolia Pictures,N/A,PG-13,"Biography,Documentary",26-Jul-19
Khalid: Free Spirit,"$284,229 ",Trafalgar Releasing,N/A,N/A,Drama,3-Apr-19
One Piece Film: Gold,"$423,593 ",FUNimation Entertainment,N/A,N/A,"Action,Adventure,Animation,Fantasy",10-Jan-17
A Gentleman,"$410,055 ",FIP,N/A,N/A,"Action,Comedy",25-Aug-17
The Accountant,"$86,260,045 ",Warner Bros.,"$44,000,000 ",R,"Action,Crime,Drama,Thriller",14-Oct-16
Stockholm,"$292,590 ",Smith Global Media,N/A,R,"Biography,Comedy,Crime,Drama,History",12-Apr-19
"Love, Kennedy","$407,871 ",Purdie Distribution,N/A,PG,Drama,2-Jun-17
Land of Mine,"$435,266 ",Sony Pictures Classics,N/A,R,"Drama,History,War",16-Dec-16
DCI 2017 Tour Premeire,"$467,817 ",Fathom Events,N/A,N/A,Documentary,22-Jun-17
Phillauri,"$467,596 ",FIP,N/A,N/A,"Comedy,Drama,Fantasy,Musical,Romance",24-Mar-17
Chasing Trane: The John Coltrane Documentary,"$406,284 ",Abramorama,N/A,N/A,"Biography,Documentary,Music",14-Apr-17
Journey to the South Pacific,"$7,653,913 ",IMAX,N/A,G,Documentary,27-Nov-13
Duckweed,"$471,575 ",China Lion Film Distribution,N/A,N/A,"Comedy,Drama,Fantasy",10-Feb-17
Killerman,"$291,477 ",Blue Fox Entertainment,N/A,R,"Action,Crime,Drama,Mystery,Thriller",30-Aug-19
Confidential Assignment,"$475,618 ",CJ Entertainment,N/A,N/A,Action,27-Jan-17
Beach Rats,"$473,771 ",Neon,N/A,R,Drama,25-Aug-17
Sailor Moon R: The Movie: The Promise of the Rose,"$452,053 ",Eleven Arts,N/A,N/A,"Action,Animation,Comedy,Drama,Fantasy,Romance",19-Jan-17
Once Upon A Time,"$485,728 ",Well Go USA Entertainment,N/A,N/A,"Drama,Fantasy,Romance",11-Aug-17
Chasing the Dragon,"$456,854 ",Well Go USA Entertainment,N/A,N/A,"Action,Biography,Crime,History",29-Sep-17
Breathe,"$490,131 ",Bleecker Street Media,N/A,PG-13,"Biography,Drama,Romance",13-Oct-17
Song to Song,"$443,684 ",Broad Green Pictures,N/A,R,"Drama,Music,Romance",17-Mar-17
Bad Samaritan,"$3,435,047 ",Electric Entertainment,N/A,R,"Crime,Horror,Thriller",4-May-18
"Juliet, Naked","$3,444,895 ",Roadside Attractions,N/A,R,"Comedy,Drama,Music,Romance",17-Aug-18
First Reformed,"$3,448,256 ",A24,N/A,R,"Drama,Mystery,Thriller",18-May-18
The Oscar Nominated Short Films 2018: Live Action,"$3,508,777 ",Shorts International,N/A,N/A,Action,9-Feb-18
Disobedience,"$3,498,782 ",Bleecker Street Media,N/A,R,"Drama,Romance",27-Apr-18
Indivisible,"$3,511,417 ",Pure Flix Entertainment,N/A,PG-13,"Drama,War",26-Oct-18
Justice League,"$229,024,295 ",Warner Bros.,N/A,PG-13,"Action,Adventure,Fantasy,Sci-Fi",17-Nov-17
Gosnell: The Trial of America's Biggest Serial Killer,"$3,679,893 ",GVN Releasing,N/A,PG-13,"Crime,Drama",12-Oct-18
Our President,"$507,268 ",CJ Entertainment,N/A,N/A,Documentary,2-Jun-17
Life Itself,"$4,102,648 ",Amazon Studios,N/A,R,"Drama,Romance",21-Sep-18
Sgt. Stubby: An American Hero,"$4,015,935 ",Fun Academy Motion Pictures,N/A,PG,"Adventure,Animation,Family,History,War",13-Apr-18
Burn the Stage: The Movie,"$4,201,819 ",Trafalgar Releasing,N/A,N/A,"Documentary,Music",15-Nov-18
Ya veremos,"$4,165,949 ",Pantelion Films,N/A,PG-13,Drama,31-Aug-18
Thor: Ragnarok,"$315,058,289 ",Walt Disney Studios Motion Pictures,"$180,000,000 ",PG-13,"Action,Adventure,Comedy,Fantasy,Sci-Fi",3-Nov-17
Blindspotting,"$4,333,394 ",Lionsgate,N/A,R,"Comedy,Crime,Drama",20-Jul-18
Gotti,"$4,343,227 ",Vertical Entertainment,N/A,R,"Biography,Crime,Drama",15-Jun-18
Johnny English Strikes Again,"$4,412,170 ",Universal Pictures,"$25,000,000 ",PG,"Action,Adventure,Comedy",26-Oct-18
Father Figures,"$17,501,244 ",Warner Bros.,N/A,R,"Comedy,Drama",22-Dec-17
Samson,"$4,719,928 ",Pure Flix Entertainment,N/A,PG-13,"Action,Drama",16-Feb-18
Gringo,"$4,969,853 ",STX Entertainment,N/A,R,"Action,Comedy,Crime,Drama",9-Mar-18
Beirut,"$5,019,226 ",Bleecker Street Media,N/A,R,"Drama,Thriller",11-Apr-18
Junglee,"$295,784 ",Viva Pictures Distribution,N/A,N/A,"Action,Adventure",29-Mar-19
Born to Be Wild,"$25,967,893 ",Warner Bros.,N/A,N/A,"Adventure,Documentary,Short",8-Apr-11
K-12,"$303,230 ",Abramorama,N/A,N/A,"Family,Fantasy,Horror,Musical",5-Sep-19
DanTDM Presents The Contest,"$307,484 ",Fathom Events,N/A,N/A,N/A,2-Nov-19
Bolshoi Ballet: The Sleeping Beauty,"$311,368 ",Fathom Events,N/A,N/A,"Fantasy,Music,Romance",10-Mar-19
Josh Groban Bridges from Madison Square Garden,"$315,173 ",Trafalgar Releasing,N/A,N/A,N/A,8-Feb-19
Lucy in the Sky,"$319,976 ",Fox Searchlight Pictures,N/A,R,"Drama,Sci-Fi",4-Oct-19
Aquarela,"$307,346 ",Sony Pictures Classics,N/A,PG,Documentary,16-Aug-19
Ask Dr. Ruth,"$297,195 ",Magnolia Pictures,N/A,Not Rated,"Biography,Documentary",3-May-19
National Theatre Live: Fleabag,"$326,283 ",Fathom Events,N/A,N/A,Comedy,18-Nov-19
Line Walker 2: Invisible Spy,"$296,751 ",Well Go USA Entertainment,N/A,N/A,"Action,Crime,Thriller",16-Aug-19
P Storm,"$326,711 ",CMC Pictures,N/A,Not Rated,"Action,Crime",4-Apr-19
You Are Here: A Come From Away Story,"$318,885 ",Fathom Events,N/A,N/A,Documentary,11-Sep-19
Sword of Trust,"$322,421 ",IFC Films,N/A,R,"Comedy,Drama",12-Jul-19
The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,"$328,979 ",Fathom Events,N/A,N/A,Sport,16-Mar-19
A Silent Voice: The Movie,"$333,984 ",Fathom Events,N/A,N/A,"Animation,Drama,Family,Romance",28-Jan-19
Millennium Actress,"$225,250 ",Fathom Events,N/A,PG,"Animation,Drama,Fantasy,Romance",13-Aug-19
Diane,"$336,166 ",IFC Films,N/A,Not Rated,Drama,29-Mar-19
Photograph,"$344,534 ",Amazon Studios,N/A,PG-13,"Drama,Romance",17-May-19
Star Trek: The Motion Picture,"$346,243 ",Fathom Events,"$35,000,000 ",G,"Adventure,Mystery,Sci-Fi",15-Sep-19
The Tomorrow Man,"$354,103 ",Bleecker Street Media,N/A,PG-13,"Drama,Romance",22-May-19
The Shawshank Redemption,"$358,507 ",Fathom Events,"$25,000,000 ",R,Drama,22-Sep-19
Matthias & Maxime,"$374,739 ",Entertainment One,N/A,N/A,Drama,9-Oct-19
Dolores,"$555,309 ",PBS Distribution,N/A,N/A,"Biography,Documentary,History",1-Sep-17
Raw,"$514,870 ",Focus World,N/A,R,"Drama,Horror",10-Mar-17
Fairy Tail: Dragon Cry,"$519,461 ",FUNimation Entertainment,N/A,N/A,"Action,Adventure,Animation,Comedy,Fantasy",14-Aug-17
Phantom Thread,"$21,198,205 ",Focus Features,N/A,R,"Drama,Romance",N/A
Samaritan's Purse presents Facing Darkness,"$555,533 ",Fathom Events,N/A,N/A,"Documentary,Drama",10-Apr-17
Novitiate,"$580,346 ",Sony Pictures Classics,N/A,R,Drama,27-Oct-17
Faces Places,"$953,717 ",Cohen Media Group,N/A,PG,Documentary,6-Oct-17
Bitter Harvest,"$557,241 ",Roadside Attractions,N/A,R,"Drama,Romance,War",24-Feb-17
Tommy's Honour,"$569,306 ",Roadside Attractions,N/A,PG,"Biography,Drama,Romance,Sport",14-Apr-17
Allied,"$40,098,064 ",Paramount Pictures,"$85,000,000 ",R,"Action,Drama,Romance,Thriller,War",23-Nov-16
Nocturnal Animals,"$10,663,357 ",Focus Features,N/A,R,"Drama,Thriller",N/A
Along With the Gods: The Two Worlds,"$1,908,823 ",Well Go USA Entertainment,N/A,N/A,"Action,Drama,Fantasy",22-Dec-17
Brigsby Bear,"$532,669 ",Sony Pictures Classics,N/A,PG-13,"Comedy,Drama",28-Jul-17
Human Flow,"$527,845 ",Magnolia Pictures,N/A,PG-13,Documentary,13-Oct-17
Jonah: The Musical,"$631,154 ",Fathom Events,N/A,N/A,Musical,2-May-17
The Only Living Boy in New York,"$624,332 ",Roadside Attractions,N/A,R,Drama,11-Aug-17
Action Point,"$5,059,608 ",Paramount Pictures,"$19,000,000 ",R,Comedy,1-Jun-18
My Hero Academia: Two Heroes,"$5,754,556 ",FUNimation Entertainment,N/A,PG-13,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",25-Sep-18
Master,"$597,251 ",CJ Entertainment,N/A,N/A,"Action,Crime",30-Dec-16
Colette,"$5,137,622 ",Bleecker Street Media,N/A,R,"Biography,Drama,History",21-Sep-18
Kin,"$5,718,096 ",Lionsgate,N/A,PG-13,"Action,Crime,Drama,Sci-Fi,Thriller",31-Aug-18
God's Not Dead: A Light in Darkness,"$5,728,940 ",Pure Flix Entertainment,N/A,PG,Drama,30-Mar-18
Pandas,"$7,574,012 ",Warner Bros.,N/A,G,Documentary,6-Apr-18
The Midwife,"$603,582 ",Music Box Films,N/A,N/A,Drama,21-Jul-17
Death of a Nation,"$5,885,881 ",Quality Flix,"$6,000,000 ",PG-13,"Documentary,History",3-Aug-18
Once Upon a Deadpool,"$6,100,309 ",Twentieth Century Fox,"$110,000,000 ",R,"Action,Adventure,Comedy,Sci-Fi",12-Dec-18
Battle of Memories,"$594,552 ",China Lion Film Distribution,N/A,N/A,"Fantasy,Mystery,Sci-Fi,Thriller",28-Apr-17
